Row_Count,State_Category,Subcategory,Group_Category,Statutory_Title,Statute_Number,Authority_Type,Alternate_Citations,Record_Type,Offense_Description,Consequence_Category,Lifecycle_Stage,Offense_Classification,DOC_Seriousness_Level,Internal_Screening_Tier,Violent_Offense,Act_659_State_Equiv,Max_Jail_Prison_Time,Max_Financial_Fine,PAA_Release_Tier,Release_Code,Release_Parole_Tier,Jail_Only,Prison_Eligible,Probation_Eligible,SIS_Suspended_Sentence,Parole_Eligible,Mandatory_Minimum,Earned_Time_Credits,Good_Time_Eligible,Electronic_Monitoring,Work_Release_Eligible,Sealing_Eligible,Sealing_Waiting_Period,Expungement_Eligible,Pardon_Eligible,Firearm_Rights_Restoration,Voting_Rights_Restored,Juvenile_Sealing_Avail,License_Impact,BTB_Status,Consequence_Severity,Collateral_Raw_Summary,Collateral_Firearms,Collateral_Immigration,Collateral_Voting,Collateral_Housing,Collateral_Registry,Collateral_Employment,Source_Citation,Research_Status,Statute_Version,Last_Verified_Date,Last_Updated_By,Corrections_Key,Reportable_Scope
11,Homicide,Vehicular Homicide,Violent Offenses,Aggravated Driving Under the Influence - Death of Another - Arrest Record,625 ILCS 5/11-501(d)(1)(F)-A,Statutory State Code,"625 ILCS 5/11-501(d)(1)(F)-A, 625ILCS5/11-501-A, 625ILCS511501d1FA, 625_ILCS_5_11_501_A",Arrest Record / Dropped Charges,"Custodial arrest or formal charging instrument filed for Aggravated DUI involving death resulting in an acquittal, dismissal, or dropped charges",Administrative / Non-Conviction,Pre-Disposition / Dismissed,Non-Conviction Entry,,Tier 2 Conditional Adjudication Review,Yes,Not Applicable,0 Days,$0,Level 1 Unrestricted,IL-NONCONV,,No,No,No,Not Applicable,No,,Not Applicable,No,No,No,Yes,Immediate upon official dismissal or acquittal,Yes,Not Applicable,Not Impacted,Unaffected,Not Applicable,Subject to separate administrative summary suspension review by the Secretary of State based on chemical test failure or refusal,Fully protected under Illinois Human Rights Act background check limits,Low Adverse Impact,Subject to immediate expungement under 20 ILCS 2630/5.2; employer use prohibited unless statutory exception applies,No statutory restriction,Requires certified disposition documents for visa or border crossing verification,Unaffected,Protected from automatic exclusion under Illinois fair housing rules,,Private sector employment use heavily restricted by Illinois Human Rights Act,20 ILCS 2630/5.2,Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Isolated non-conviction pathway for transport sector data normalization,7-year reportable limit (Non-Conviction)
12,Homicide,Third Degree Murder / Felony Murder,Violent Offenses,First Degree Murder - Felony Murder Rule,720 ILCS 5/9-1(a)(3),Statutory State Code,"720 ILCS 5/9-1(a)(3), 720ILCS5/9-1(a)(3), 720ILCS591a3, 720_ILCS_5_9_1_a_3, 0720-005-009-0000a3",Criminal Conviction,"Committing or attempting to commit a forcible felony other than second degree murder, during the course of which an individual is killed",Felony Criminal Penalties,Post-Disposition Conviction,Special Class Felony,Level 1 Maximum Seriousness,Tier 1 High Risk Exclusion,Yes,Permanent Healthcare Disqualification,Natural Life,$25000,Level 4 Absolute Restriction,IL-MSR-FEL-MURDER,3 Years Mandatory Supervised Release,No,Yes,No,Ineligible,No (Truth-in-Sentencing 100% rule applies),20 Years (subject to statutory enhancements if firearms are involved),Ineligible under 730 ILCS 5/3-6-3,No,Not Applicable,No,No,Ineligible,No,Yes,Ineligible,Automatic upon release from confinement,Not Applicable,Permanent automatic professional license denial,Exempt from initial Ban-the-Box protections,Maximum Severe Structural Impact,"Permanent exclusion from all public trust, educational, healthcare, and financial sector employment; lifetime firearms prohibition",Lifetime statutory firearm ban,Aggravated felony triggering mandatory deportation,Restored post-release,Absolute denial across public and private housing networks,Murderer and Violent Offender Against Youth Registry if victim parameters match,Lifetime statutory employment bar across all regulated sectors,720 ILCS 5/9-1(a)(3),Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Reflects Illinois law regarding felony murder modifications for proximate cause,Lifetime reportable (Conviction)
13,Sexual Offenses,Child Pornography / Exploitation,Sex Offenses,Child Pornography,720 ILCS 5/11-20.1,Statutory State Code,"720 ILCS 5/11-20.1, 720ILCS5/11-20.1, 720ILCS511201, 720_ILCS_5_11_20_1, 0720-005-011-0020.1, 720 ILCS 5/11-20.1(a)(1)",Criminal Conviction,"Filming, photographing, producing, disseminating, or possessing films, videotapes, photographs, or other depictions of children under 18 engaged in sexual acts",Felony Criminal Penalties,Post-Disposition Conviction,Class 1 Felony (Possession tiers can be Class 3 or Class 2 depending on volume and age factors),Level 2 High Seriousness Felony,Tier 1 High Risk Exclusion,No,Permanent Healthcare and Child Care Disqualification,15 Years (scales higher for production or dissemination),$100000,Level 4 Absolute Restriction,IL-MSR-CP,3 Years Mandatory Supervised Release (up to Natural Life MSR depending on sub-tier),No,Yes,Yes (Possession only highly restricted; Production carries mandatory prison),Ineligible for mandatory prison sub-sections,Yes,Varies by sub-section (Production carries a 4-year mandatory minimum),Restricted under Truth-in-Sentencing rules,No,Mandatory post-release electronic tracking,No,No,Ineligible,No,Yes,Ineligible,Automatic upon release from confinement,Highly Restricted,Permanent automatic professional license revocation,Exempt from initial Ban-the-Box protections,Maximum Severe Structural Impact,"Mandatory lifetime sex offender registration; permanent exclusion from childcare, schools, parks, healthcare, and public trust roles",Permanent statutory firearm ban,Aggravated felony / crime involving moral turpitude triggering mandatory removal,Restored post-release,"Severe barriers, explicit statutory exclusion from public housing, residency distance restrictions from schools/parks",Mandatory lifetime compliance with the Illinois Sex Offender Registration Act (730 ILCS 150/),Total lifecycle statutory ban from any workplace interacting with minors or vulnerable populations,720 ILCS 5/11-20.1,Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Integrated multi-tiered structure separating possession from commercial dissemination,Lifetime reportable (Conviction)
14,Sexual Offenses,Child Pornography / Exploitation,Sex Offenses,Child Pornography - Arrest Record,720 ILCS 5/11-20.1-A,Statutory State Code,"720 ILCS 5/11-20.1-A, 720ILCS5/11-20.1-A, 720ILCS511201A, 720_ILCS_5_11_20_1_A",Arrest Record / Dropped Charges,Custodial arrest or formal charging instrument filed for Child Pornography resulting in a non-conviction outcome,Administrative / Non-Conviction,Pre-Disposition / Dismissed,Non-Conviction Entry,,Tier 2 Conditional Adjudication Review,No,Not Applicable,0 Days,$0,Level 1 Unrestricted,IL-NONCONV,,No,No,No,Not Applicable,No,,Not Applicable,No,No,No,Yes,Immediate upon official dismissal/acquittal,Yes,Not Applicable,Not Impacted,Unaffected,Not Applicable,May trigger administrative inquiry by licensing boards but cannot cause automatic statutory bar,Protected under Illinois Human Rights Act,Low Adverse Impact,Eligible for complete expungement; cannot be used as an automatic bar to employment under standard state limits,No statutory restriction,Certified disposition required to prove absence of conviction,Unaffected,Protected from automatic exclusion under Cook County and state fair housing guidelines,None (Registration applies only upon conviction or specific juvenile adjudications),Protected from automatic exclusion; employers must perform individualized assessments under 775 ILCS 5/,20 ILCS 2630/5.2,Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Normalizes non-conviction records within sensitive sex offense categories,7-year reportable limit (Non-Conviction)
15,Sexual Offenses,Child Sexual Offenses,Sex Offenses,Aggravated Criminal Sexual Assault (Victim under 13),720 ILCS 5/11-1.30(a)(1),Statutory State Code,"720 ILCS 5/11-1.30(a)(1), 720ILCS5/11-1.30, 720ILCS511130a1, 720_ILCS_5_11_1_30, 0720-005-011-0001.30",Criminal Conviction,Committing an act of sexual penetration with a victim who was under 13 years of age when the act was committed,Felony Criminal Penalties,Post-Disposition Conviction,Class X Felony,Level 1 Maximum Seriousness,Tier 1 High Risk Exclusion,Yes,Permanent Healthcare and Child Care Disqualification,30 Years (scales up to 60 years or natural life if specific aggravating factors or multiple offenses apply),$25000,Level 4 Absolute Restriction,IL-MSR-CX,3 Years Mandatory Supervised Release to Natural Life,No,Yes,No,Ineligible,No (Truth-in-Sentencing 85% or 100% rules apply depending on injury metrics),6 Years (often 12 or 25 years minimum based on weapons/injury sub-tiers),Strictly limited or barred under 730 ILCS 5/3-6-3,No,Mandatory lifetime tracking options upon release,No,No,Ineligible,No,Yes,Ineligible,Automatic upon release from confinement,Not Applicable,Permanent automatic professional license forfeiture,Exempt from initial Ban-the-Box protections,Maximum Severe Structural Impact,"Lifetime sex offender registration; absolute employment bans across healthcare, schools, public parks, and financial institutions",Permanent statutory firearm ban,Aggravated felony triggering mandatory deportation,Restored post-release,"Strict statutory ban from public housing, severe private landlord exclusion, rigid sex offender residency distance limits",Mandatory lifetime compliance with the Illinois Sex Offender Registration Act (730 ILCS 150/),Permanent statutory employment barrier across all regulated industries and public service roles,720 ILCS 5/11-1.30,Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Aligned with the codified restructuring of sex offenses under Illinois public acts,Lifetime reportable (Conviction)
16,Sexual Offenses,Child Sexual Offenses,Sex Offenses,Criminal Sexual Abuse (Victim 13-16) - Court Ordered Sealed Record,720 ILCS 5/11-1.50(Sealed),Statutory State Code,"720 ILCS 5/11-1.50-S, 720ILCS5/11-1.50-Sealed, 720ILCS511150S",Court Ordered Sealed Record,Criminal sexual abuse involving a minor victim where the record has been legally sealed via specific statutory relief or historical juvenile tracking integration,Restricted Regulatory Display,Post-Disposition Sealed,Class A Misdemeanor or Class 4 Felony (depending on age gaps here treated under sealed status),Level 7 Low Seriousness (due to regulatory sealing),Tier 3 Restricted Regulatory Audits,No,Subject to law enforcement and specialized licensing agency view only,0 Days (for standard background checks),$0,Level 2 Regulatory Only,IL-SEALED-SEX,,No,No,No,Not Applicable,No,,Not Applicable,No,No,No,Already Sealed,Completed,Restricted,Yes,Subject to underlying offense classification guidelines,Unaffected,Covered under 20 ILCS 2630/5.2,Visible only to specific state licensing boards (IDFPR DCFS ISBE); invisible to private commercial entities,Complete privacy protection in standard private employment channels,Restricted / Regulatory Only,Hidden from public view under 20 ILCS 2630/; cannot be reported on standard commercial employment checks,Dependent on original underlying charge facts,Visible to federal immigration authorities (USCIS); requires certified true copies for federal adjustment,Unaffected,Hidden from standard private tenant screening filters,If registry compliance was statutorily mandated name remains on public registry despite record sealing,Completely blocked from private commercial employer display; available only for law enforcement or specialized state licenses,20 ILCS 2630/12,Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Enforces standard Column 56 sealing limitations for private background screeners,7-year reportable (Sealed / Restricted Regulatory Only)
17,Sexual Offenses,Criminal Sexual Conduct,Sex Offenses,Criminal Sexual Assault,720 ILCS 5/11-1.20,Statutory State Code,"720 ILCS 5/11-1.20, 720ILCS5/11-1.20, 720ILCS511120, 720_ILCS_5_11_1_20, 0720-005-011-0001.20",Criminal Conviction,"Committing an act of sexual penetration by the use of force or threat of force, or when the victim is unable to give consent",Felony Criminal Penalties,Post-Disposition Conviction,Class 1 Felony (can be elevated to Class X under specific aggravators),Level 2 High Seriousness Felony,Tier 1 High Risk Exclusion,Yes,Permanent Healthcare Disqualification,15 Years,$25000,Level 4 Absolute Restriction,IL-MSR-SA,3 Years Mandatory Supervised Release to Natural Life,No,Yes,No (Mandatory prison sentence applies under 730 ILCS 5/5-4.5-30),Ineligible,Yes,4 Years,Restricted to 85% minimum confinement under Truth-in-Sentencing,No,Mandatory GPS monitoring upon parole release,No,No,Ineligible,No,Yes,Ineligible,Automatic upon release from confinement,Not Applicable,Permanent professional license forfeiture,Exempt from initial Ban-the-Box protections,Maximum Severe Structural Impact,"Lifetime sex offender registration required; absolute ban from medical, financial, public security, and educational facilities",Permanent statutory firearm ban,Crime of violence and aggravated felony ensuring deportation,Restored post-release,Pervasive exclusions across public housing and standard private lease underwriting,Mandatory lifetime listing on the Illinois Sex Offender Registry,Total statutory employment barrier across all regulated or consumer-facing service sectors,720 ILCS 5/11-1.20,Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Aligned with standard Illinois definitions of penetration without consent,Lifetime reportable (Conviction)
18,Sexual Offenses,Indecent Exposure / Lewdness,Public Order Offenses,Public Indecency,720 ILCS 5/11-30,Statutory State Code,"720 ILCS 5/11-30, 720ILCS5/11-30, 720ILCS51130, 720_ILCS_5_11_30, 0720-005-011-0030, Chicago Municipal Code 8-8-080",Criminal Conviction,"Performing an act of sexual penetration, sexual conduct, or lewd exposure of the body in a public place with the intent to arouse or satisfy sexual desire",Misdemeanor Criminal Penalties,Post-Disposition Conviction,Class A Misdemeanor (can scale to Class 4 Felony on third or subsequent convictions),Level 8 Misdemeanor Scale,Tier 2 Conditional Adjudication Review,No,Healthcare Screening Review Indicator,364 Days,$2500,Level 3 Restricted,IL-MISD-RELEASE,,Yes,No (Unless felony enhancement applies),Yes,Available via court supervision under 730 ILCS 5/5-6-1,No,,Standard misdemeanor calculations,Yes,Discretionary,Yes,Yes (Subject to exclusions if victim age or registry requirements are triggered),3 years post-completion of sentence under 20 ILCS 2630/5.2,No (Convictions can only be sealed not expunged unless pardoned),Yes,Generally unaffected by misdemeanor public indecency,Automatic upon release,Covered under standard juvenile codes,Discretionary professional board review potential risk factor for childcare licensing,Protected under initial Ban-the-Box timelines,Moderate Structural Impact,Misdemeanor conviction that may restrict access to childcare or educational facilities; does not trigger sex offender registration unless specific minor-present enhancements occur,No statutory restriction,Evaluated under moral turpitude standard if repeated,Unaffected,Subject to standard private property underwriting lookbacks,None (unless minor-present felony enhancements apply),Creates screening flags for schools daycare centers and public facing consumer service roles,720 ILCS 5/11-30,Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Verified via 2026 IL General Assembly,Lifetime reportable (Conviction)
19,Sexual Offenses,Rape / Sexual Assault,Sex Offenses,Predatory Criminal Sexual Assault of a Child,720 ILCS 5/11-1.40,Statutory State Code,"720 ILCS 5/11-1.40, 720ILCS5/11-1.40, 720ILCS511140, 720_ILCS_5_11_1_40, 0720-005-011-0001.40p",Criminal Conviction,An individual 17 years of age or older committing an act of sexual penetration with a victim who was under 13 years of age,Felony Criminal Penalties,Post-Disposition Conviction,Class X Felony,Level 1 Maximum Seriousness,Tier 1 High Risk Exclusion,Yes,Permanent Healthcare and Child Care Disqualification,Natural Life,$25000,Level 4 Absolute Restriction,IL-MSR-PRED,3 Years Mandatory Supervised Release to Natural Life,No,Yes,No,Ineligible,No (Truth-in-Sentencing mandates 85% to 100% service depending on injury mechanics),25 Years to Life (minimum 50 years if specific firearm factors apply),Strictly barred under 730 ILCS 5/3-6-3,No,Mandatory lifetime electronic tracking upon release,No,No,Ineligible,No,Yes,Ineligible,Automatic upon release from confinement,Not Applicable,Permanent automatic professional license forfeiture,Exempt from initial Ban-the-Box protections,Maximum Severe Structural Impact,"Lifetime sex offender registration; absolute exclusion from healthcare, education, transit, and public trust roles",Permanent statutory firearm ban,Aggravated felony ensuring mandatory deportation,Restored post-release,"Absolute exclusion from public housing, statutory child sex offender residency distance zones apply",Mandatory lifetime compliance with the Illinois Sex Offender Registration Act,Total lifecycle statutory employment ban across all commercial and public networks,720 ILCS 5/11-1.40,Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Verified via 2026 IL General Assembly,Lifetime reportable (Conviction)
20,Sexual Offenses,Sex Trafficking,Sex Offenses,Involuntary Servitude / Trafficking of Persons for Commercial Sexual Activity,720 ILCS 5/10-9(b),Statutory State Code,"720 ILCS 5/10-9(b), 720ILCS5/10-9, 720ILCS5109b, 720_ILCS_5_10_9, 0720-005-010-0009b",Criminal Conviction,"Knowingly recruiting, harboring, transporting, providing, or obtaining another person for the purpose of commercial sexual activity through force, fraud, or coercion",Felony Criminal Penalties,Post-Disposition Conviction,Class 1 Felony (elevated to Class X Felony if the victim is a minor under 18),Level 2 High Seriousness Felony,Tier 1 High Risk Exclusion,Yes,Permanent Healthcare and Child Care Disqualification,15 Years (up to 30 or 60 years under minor victim Class X parameters),"$100,000 (plus comprehensive asset forfeiture)",Level 4 Absolute Restriction,IL-MSR-TRAFF,3 Years Mandatory Supervised Release,No,Yes,No (if minor victim Class X rules apply),Ineligible under Class X or severe Class 1 trafficking terms,Yes,6 Years (if treated as Class X),Subject to strict Truth-in-Sentencing limitations,No,Mandatory post-release GPS enforcement protocols,No,No,Ineligible,No,Yes,Ineligible,Automatic upon release from confinement,Not Applicable,Permanent automatic professional license forfeiture,Exempt from initial Ban-the-Box protections,Maximum Severe Structural Impact,"Lifetime sex offender registration required if commercial sex trafficking provisions intersect with minor metrics; extensive employment bans across financial, corporate hospitality, healthcare, and educational sectors",Permanent statutory firearm ban,Severe human trafficking / aggravated felony profile ensuring structural removal,Restored post-release,Absolute denial across major residential screening models,Sex Offender Registry tracking mandated under 730 ILCS 150/ if victim elements align,"Absolute permanent block across public transit, healthcare systems, child education, and corporate security",720 ILCS 5/10-9,Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Aligned with Illinois' comprehensive human trafficking statutory framework,Lifetime reportable (Conviction)
21,Sexual Offenses,Sex Trafficking,Sex Offenses,Trafficking of Persons for Commercial Sexual Activity - Arrest Record,720 ILCS 5/10-9(b)-A,Statutory State Code,"720 ILCS 5/10-9(b)-A, 720ILCS5/10-9-A, 720ILCS5109bA, 720_ILCS_5_10_9_A",Arrest Record / Dropped Charges,Custodial arrest or formal charging instrument filed for commercial sex trafficking resulting in a non-conviction outcome,Administrative / Non-Conviction,Pre-Disposition / Dismissed,Non-Conviction Entry,,Tier 2 Conditional Adjudication Review,Yes,Not Applicable,0 Days,$0,Level 1 Unrestricted,IL-NONCONV,,No,No,No,Not Applicable,No,,Not Applicable,No,No,No,Yes,Immediate upon official dismissal/acquittal,Yes,Not Applicable,Not Impacted,Unaffected,Not Applicable,Evaluated via individual professional board review,Fully protected under Illinois Human Rights Act background check limits,Low Adverse Impact,Subject to immediate expungement or sealing under 20 ILCS 2630/5.2; cannot be used as an automatic bar to employment,No statutory restriction based on dismissed charges,Minimal impact if cleared but requires certified disposition documents,Unaffected,Protected from automatic exclusion under Cook County and state fair housing guidelines,,Private sector employment use heavily restricted by Illinois Human Rights Act amendments,20 ILCS 2630/5.2,Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Verified via 2026 IL General Assembly,7-year reportable limit (Non-Conviction)
22,Sexual Offenses,Sexual Imposition / Contact,Sex Offenses,Criminal Sexual Abuse,720 ILCS 5/11-1.50,Statutory State Code,"720 ILCS 5/11-1.50, 720ILCS5/11-1.50, 720ILCS511150, 720_ILCS_5_11_1_50, 0720-005-011-0001.50",Criminal Conviction,"Committing an act of sexual conduct by force or threat of force, or when the victim is unable to give consent",Misdemeanor Criminal Penalties,Post-Disposition Conviction,Class A Misdemeanor (scales to Class 4 Felony for second/subsequent offenses or if victim factors change),Level 8 Misdemeanor Scale,Tier 1 High Risk Exclusion,No,Non-Exempt Healthcare Disqualification,364 Days,$2500,Level 4 Absolute Restriction,IL-MISD-SEX,,Yes,No,Yes,Court Supervision is statutorily unavailable for sexual abuse under 730 ILCS 5/5-6-1,No,,Standard misdemeanor calculations,Yes,Discretionary post-release tracking,Yes,No,Ineligible,No,Yes,Generally unaffected unless domestic nexus applies,Automatic upon release,Covered under juvenile code limits,Severe disciplinary review automatic exclusion from DCFS regulated child facilities,Exempt from initial Ban-the-Box protections due to registry status,Severe Structural Impact,"Triggers mandatory 10-year sex offender registration under 730 ILCS 150/; absolute exclusion from schools, daycare facilities, and healthcare positions",No automatic federal bar unless domestic relation exists,Crime involving moral turpitude risk profile,Unaffected post-release,Severe barriers due to mandatory public registration presence,10-Year Mandatory Compliance with the Illinois Sex Offender Registry,Total lifecycle statutory ban from environments interacting with minors or vulnerable adults,720 ILCS 5/11-1.50,Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Verified via 2026 IL General Assembly,Lifetime reportable (Conviction)
23,Sexual Offenses,Sexual Misconduct,Public Order Offenses,Custodial Sexual Misconduct,720 ILCS 5/11-9.2,Statutory State Code,"720 ILCS 5/11-9.2, 720ILCS5/11-9.2, 720ILCS51192, 720_ILCS_5_11_9_2, 0720-005-011-0009.2",Criminal Conviction,"Any employee of a penal system, law enforcement agency, or county jail engaging in sexual penetration or sexual conduct with an individual in custody",Felony Criminal Penalties,Post-Disposition Conviction,Class 3 Felony,Level 5 Moderate Felony,Tier 1 High Risk Exclusion,No,Non-Exempt Healthcare Disqualification,5 Years,$25000,Level 4 Absolute Restriction,IL-MSR-F3-MISC,1 Year Mandatory Supervised Release,No,Yes,Yes,Available via Judicial Discretion,Yes,,Standard statutory scale tracks,Yes,Discretionary,Yes,No,Ineligible,No,Yes,Ineligible due to felony status,Automatic upon release,Not Applicable,Permanent automatic professional license forfeiture,Exempt from initial Ban-the-Box protections,Severe Structural Impact,"Permanent exclusion from all law enforcement, corrections, public safety, public trust, and governmental agency employment",Permanent FOID revocation under 430 ILCS 65/,Crime involving moral turpitude evaluation,Restored post-release,Standard corporate tenant underwriting restrictions,,"Absolute permanent block from security, civil service, healthcare, and educational positions",720 ILCS 5/11-9.2,Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Verified via 2026 IL General Assembly,Lifetime reportable (Conviction)
24,Sexual Offenses,Sodomy,Sex Offenses,Criminal Sexual Assault (Sodomy Equivalent via Penetration),720 ILCS 5/11-1.20(a)(1)(Oral-Anal),Statutory State Code,"720 ILCS 5/11-1.20(a)(1), 720ILCS5/11-1.20, 720ILCS511120a1, 720_ILCS_5_11_1_20_A1",Criminal Conviction,"Committing an act of oral or anal sexual penetration by the use of force or threat of force, or when the victim is unable to give consent",Felony Criminal Penalties,Post-Disposition Conviction,Class 1 Felony,Level 2 High Seriousness Felony,Tier 1 High Risk Exclusion,Yes,Permanent Healthcare Disqualification,15 Years,$25000,Level 4 Absolute Restriction,IL-MSR-SA,3 Years Mandatory Supervised Release to Natural Life,No,Yes,No (Mandatory prison sentence applies under 730 ILCS 5/5-4.5-30),Ineligible,Yes,4 Years,Restricted to 85% minimum confinement under Truth-in-Sentencing,No,Mandatory GPS monitoring upon parole release,No,No,Ineligible,No,Yes,Ineligible,Automatic upon release,Not Applicable,Permanent professional license forfeiture,Exempt from initial Ban-the-Box protections,Maximum Severe Structural Impact,"Lifetime sex offender registration required; absolute ban from medical, financial, public security, and educational facilities",Permanent statutory firearm ban,Aggravated felony ensuring deportation,Restored post-release,Pervasive exclusions across public and private housing,Mandatory lifetime listing on the Illinois Sex Offender Registry,Total statutory employment barrier across all regulated or consumer-facing industries,720 ILCS 5/11-1.20,Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Formatted to reflect modernization where Illinois absorbs standard sodomy codes under general sexual penetration definitions,Lifetime reportable (Conviction)
25,Assault & Battery,Aggravated Assault,Violent Offenses,Aggravated Assault,720 ILCS 5/12-2,Statutory State Code,"720 ILCS 5/12-2, 720ILCS5/12-2, 720ILCS5122, 720_ILCS_5_12_2, 0720-005-012-0002",Criminal Conviction,"Committing an assault based on the location of the conduct, the status of the victim (e.g. peace officer teacher senior citizen) or through the deployment of a firearm device or motor vehicle",Felony / Misdemeanor Criminal Penalties,Post-Disposition Conviction,Class A Misdemeanor or Class 4 Felony (depending on weapon/victim sub-tier deployment),Level 6 Low-Intermediate Felony / Misdemeanor,Tier 1 High Risk Exclusion,Yes,Healthcare Screening Review Indicator,3 Years (if Class 4 Felony applied),$25000,Level 3 Restricted,IL-MSR-F4-ASLT,1 Year Mandatory Supervised Release (if felony),No,Yes,Yes,Available via Judicial Discretion / Court Supervision for misdemeanor sub-tier,Yes,,Standard statutory scale tracks,Yes,Discretionary,Yes,Yes (Misdemeanor tiers or specific Class 4 felony tiers if conditions under 20 ILCS 2630/ are met),3 years post-completion of sentence,No (Unless pardoned),Yes,Ineligible if felony tier is sustained,Automatic upon release,Not Applicable,Discretionary professional board review potential security clearance bar,Protected under initial Ban-the-Box timelines for private entities,Moderate to Severe Structural Impact,"Restricts firearm ownership; multi-year exclusion barriers for school transit, state-agency security roles, and public trust consulting",Felony or domestic violence nexus triggers immediate FOID denial,Potential crime involving moral turpitude / crime of violence classification,Restored post-release,Subject to standard private residential lookback constraints,,"Creates adverse flags for physical security, municipal infrastructure, and corporate facilities management",720 ILCS 5/12-2,Complete and Live Verified,2026 Active Statutes,2026-07-02,Senior Regulatory Data Validator,Split into multi-tier logic to capture felony vs. misdemeanor variance,Lifetime reportable (Conviction)
